"TransactionID			",Report Type,Status,ProcessLog,RunDate
This Is Start Line,This Is Start Line,This Is Start Line,This Is Start Line,This Is Start Line
General,General,General,Config Data has been added to dictionary,08-09-2023 02:50:19
General,General,General,Total Number of Transaction to be Processed:2,08-09-2023 02:50:27
General,General,General,Folder is Created at location for output folder:Data\Output\08-09-2023\GTORDER_215,08-09-2023 02:50:29
General,General,General,Output Report File Creation Completed,08-09-2023 02:50:30
General,General,General,Website Accessible,08-09-2023 02:51:45
8,General,Process,Processing Transaction Number:1,08-09-2023 02:51:55
8,General,Process,Transaction Started for Transaction ID:8,08-09-2023 02:51:55
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,08-09-2023 02:59:17
General,General,General,Reading Config File....,08-09-2023 02:59:26
General,General,General,Config Data has been added to dictionary,08-09-2023 02:59:36
General,General,General,Total Number of Transaction to be Processed:2,08-09-2023 02:59:40
General,General,General,Folder is Created at location for output folder:Data\Output\08-09-2023\GTORDER_216,08-09-2023 02:59:41
General,General,General,Output Report File Creation Completed,08-09-2023 02:59:43
General,General,General,Website Accessible,08-09-2023 02:59:49
8,General,Process,Processing Transaction Number:1,08-09-2023 02:59:52
8,General,Process,Transaction Started for Transaction ID:8,08-09-2023 02:59:53
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,08-09-2023 03:28:19
General,General,General,Reading Config File....,08-09-2023 03:28:31
General,General,General,Config Data has been added to dictionary,08-09-2023 03:28:35
General,General,General,Total Number of Transaction to be Processed:2,08-09-2023 03:28:40
General,General,General,Folder is Created at location for output folder:Data\Output\08-09-2023\GTORDER_217,08-09-2023 03:28:41
General,General,General,Output Report File Creation Completed,08-09-2023 03:28:43
General,General,General,Website Accessible,08-09-2023 03:28:55
8,General,Process,Processing Transaction Number:1,08-09-2023 03:29:02
8,General,Process,Transaction Started for Transaction ID:8,08-09-2023 03:29:02
9,General,Process,Processing Transaction Number:2,08-09-2023 03:30:05
9,General,Process,Transaction Started for Transaction ID:9,08-09-2023 03:30:06
General,General,General,RPA GT Order Processing Completed.,08-09-2023 03:31:14
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,08-09-2023 03:33:44
General,General,General,Reading Config File....,08-09-2023 03:33:51
General,General,General,Config Data has been added to dictionary,08-09-2023 03:33:52
General,General,General,Total Number of Transaction to be Processed:6,08-09-2023 03:33:53
General,General,General,Folder is Created at location for output folder:Data\Output\08-09-2023\GTORDER_218,08-09-2023 03:33:53
General,General,General,Output Report File Creation Completed,08-09-2023 03:33:53
General,General,General,Website Accessible,08-09-2023 03:33:53
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,08-09-2023 03:35:02
General,General,General,Reading Config File....,08-09-2023 03:35:09
General,General,General,Config Data has been added to dictionary,08-09-2023 03:35:10
General,General,General,Total Number of Transaction to be Processed:6,08-09-2023 03:35:11
General,General,General,Folder is Created at location for output folder:Data\Output\08-09-2023\GTORDER_219,08-09-2023 03:35:11
General,General,General,Output Report File Creation Completed,08-09-2023 03:35:11
General,General,General,Website Accessible,08-09-2023 03:35:11
1,General,Process,Processing Transaction Number:1,08-09-2023 03:35:11
1,General,Process,Transaction Started for Transaction ID:1,08-09-2023 03:35:11
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,08-09-2023 03:58:17
General,General,General,Reading Config File....,08-09-2023 03:58:24
General,General,General,Config Data has been added to dictionary,08-09-2023 03:58:25
General,General,General,Total Number of Transaction to be Processed:6,08-09-2023 03:58:26
General,General,General,Folder is Created at location for output folder:Data\Output\08-09-2023\GTORDER_220,08-09-2023 03:58:26
General,General,General,Output Report File Creation Completed,08-09-2023 03:58:26
General,General,General,Website Accessible,08-09-2023 03:58:26
1,General,Process,Processing Transaction Number:1,08-09-2023 03:58:26
1,General,Process,Transaction Started for Transaction ID:1,08-09-2023 03:58:26
8,General,Process,Processing Transaction Number:2,08-09-2023 03:59:48
8,General,Process,Transaction Started for Transaction ID:8,08-09-2023 03:59:48
9,General,Process,Processing Transaction Number:3,08-09-2023 04:00:03
9,General,Process,Transaction Started for Transaction ID:9,08-09-2023 04:00:03
10,General,Process,Processing Transaction Number:4,08-09-2023 04:00:28
10,General,Process,Transaction Started for Transaction ID:10,08-09-2023 04:00:28
11,General,Process,Processing Transaction Number:5,08-09-2023 04:01:39
11,General,Process,Transaction Started for Transaction ID:11,08-09-2023 04:01:39
12,General,Process,Processing Transaction Number:6,08-09-2023 04:02:09
12,General,Process,Transaction Started for Transaction ID:12,08-09-2023 04:02:09
General,General,General,Website Accessible,08-09-2023 04:03:11
12,General,Process,Processing Transaction Number:6,08-09-2023 04:03:11
12,General,Process,Transaction Started for Transaction ID:12,08-09-2023 04:03:11
General,General,General,Website Accessible,08-09-2023 04:04:10
General,General,General,RPA GT Order Processing Completed.,08-09-2023 04:04:18
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,08-09-2023 04:09:57
General,General,General,Reading Config File....,08-09-2023 04:10:04
General,General,General,Config Data has been added to dictionary,08-09-2023 04:10:05
General,General,General,Total Number of Transaction to be Processed:6,08-09-2023 04:10:06
General,General,General,Folder is Created at location for output folder:Data\Output\08-09-2023\GTORDER_221,08-09-2023 04:10:06
General,General,General,Output Report File Creation Completed,08-09-2023 04:10:06
General,General,General,Website Accessible,08-09-2023 04:10:06
1,General,Process,Processing Transaction Number:1,08-09-2023 04:10:06
1,General,Process,Transaction Started for Transaction ID:1,08-09-2023 04:10:06
8,General,Process,Processing Transaction Number:2,08-09-2023 04:11:24
8,General,Process,Transaction Started for Transaction ID:8,08-09-2023 04:11:24
9,General,Process,Processing Transaction Number:3,08-09-2023 04:11:42
9,General,Process,Transaction Started for Transaction ID:9,08-09-2023 04:11:42
10,General,Process,Processing Transaction Number:4,08-09-2023 04:12:10
10,General,Process,Transaction Started for Transaction ID:10,08-09-2023 04:12:10
11,General,Process,Processing Transaction Number:5,08-09-2023 04:13:22
11,General,Process,Transaction Started for Transaction ID:11,08-09-2023 04:13:22
12,General,Process,Processing Transaction Number:6,08-09-2023 04:13:53
12,General,Process,Transaction Started for Transaction ID:12,08-09-2023 04:13:53
General,General,General,Website Accessible,08-09-2023 04:14:53
12,General,Process,Processing Transaction Number:6,08-09-2023 04:14:53
12,General,Process,Transaction Started for Transaction ID:12,08-09-2023 04:14:53
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,08-09-2023 04:20:18
General,General,General,Reading Config File....,08-09-2023 04:20:25
General,General,General,Config Data has been added to dictionary,08-09-2023 04:20:26
General,General,General,Total Number of Transaction to be Processed:6,08-09-2023 04:20:27
General,General,General,Folder is Created at location for output folder:Data\Output\08-09-2023\GTORDER_222,08-09-2023 04:20:27
General,General,General,Output Report File Creation Completed,08-09-2023 04:20:27
General,General,General,Website Accessible,08-09-2023 04:20:27
1,General,Process,Processing Transaction Number:1,08-09-2023 04:20:27
1,General,Process,Transaction Started for Transaction ID:1,08-09-2023 04:20:27
8,General,Process,Processing Transaction Number:2,08-09-2023 04:21:39
8,General,Process,Transaction Started for Transaction ID:8,08-09-2023 04:21:39
9,General,Process,Processing Transaction Number:3,08-09-2023 04:21:55
9,General,Process,Transaction Started for Transaction ID:9,08-09-2023 04:21:55
10,General,Process,Processing Transaction Number:4,08-09-2023 04:22:19
10,General,Process,Transaction Started for Transaction ID:10,08-09-2023 04:22:19
11,General,Process,Processing Transaction Number:5,08-09-2023 04:23:31
11,General,Process,Transaction Started for Transaction ID:11,08-09-2023 04:23:31
12,General,Process,Processing Transaction Number:6,08-09-2023 04:24:02
12,General,Process,Transaction Started for Transaction ID:12,08-09-2023 04:24:02
General,General,General,RPA GT Order Processing Completed.,08-09-2023 04:28:14
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,08-09-2023 05:07:25
General,General,General,Reading Config File....,08-09-2023 05:07:33
General,General,General,Config Data has been added to dictionary,08-09-2023 05:07:34
General,General,General,Total Number of Transaction to be Processed:6,08-09-2023 05:07:35
General,General,General,Folder is Created at location for output folder:Data\Output\08-09-2023\GTORDER_223,08-09-2023 05:07:35
General,General,General,Output Report File Creation Completed,08-09-2023 05:07:35
General,General,General,Website Accessible,08-09-2023 05:07:35
1,General,Process,Processing Transaction Number:1,08-09-2023 05:07:35
1,General,Process,Transaction Started for Transaction ID:1,08-09-2023 05:07:35
8,General,Process,Processing Transaction Number:2,08-09-2023 05:09:19
8,General,Process,Transaction Started for Transaction ID:8,08-09-2023 05:09:19
9,General,Process,Processing Transaction Number:3,08-09-2023 05:09:41
9,General,Process,Transaction Started for Transaction ID:9,08-09-2023 05:09:41
10,General,Process,Processing Transaction Number:4,08-09-2023 05:10:14
10,General,Process,Transaction Started for Transaction ID:10,08-09-2023 05:10:14
11,General,Process,Processing Transaction Number:5,08-09-2023 05:11:30
11,General,Process,Transaction Started for Transaction ID:11,08-09-2023 05:11:30
12,General,Process,Processing Transaction Number:6,08-09-2023 05:11:58
12,General,Process,Transaction Started for Transaction ID:12,08-09-2023 05:11:58
General,General,General,RPA GT Order Processing Completed.,08-09-2023 05:16:25
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,08-09-2023 05:20:29
General,General,General,Reading Config File....,08-09-2023 05:20:36
General,General,General,Config Data has been added to dictionary,08-09-2023 05:20:37
General,General,General,Total Number of Transaction to be Processed:6,08-09-2023 05:20:38
General,General,General,Folder is Created at location for output folder:Data\Output\08-09-2023\GTORDER_224,08-09-2023 05:20:38
General,General,General,Output Report File Creation Completed,08-09-2023 05:20:38
General,General,General,Website Accessible,08-09-2023 05:20:38
1,General,Process,Processing Transaction Number:1,08-09-2023 05:20:38
1,General,Process,Transaction Started for Transaction ID:1,08-09-2023 05:20:38
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,08-09-2023 05:23:49
General,General,General,Reading Config File....,08-09-2023 05:23:57
General,General,General,Config Data has been added to dictionary,08-09-2023 05:23:58
General,General,General,Total Number of Transaction to be Processed:6,08-09-2023 05:23:59
General,General,General,Folder is Created at location for output folder:Data\Output\08-09-2023\GTORDER_225,08-09-2023 05:23:59
General,General,General,Output Report File Creation Completed,08-09-2023 05:23:59
General,General,General,Website Accessible,08-09-2023 05:23:59
1,General,Process,Processing Transaction Number:1,08-09-2023 05:23:59
1,General,Process,Transaction Started for Transaction ID:1,08-09-2023 05:23:59
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,08-09-2023 05:26:21
General,General,General,Reading Config File....,08-09-2023 05:26:29
General,General,General,Config Data has been added to dictionary,08-09-2023 05:26:30
General,General,General,Total Number of Transaction to be Processed:6,08-09-2023 05:26:31
General,General,General,Folder is Created at location for output folder:Data\Output\08-09-2023\GTORDER_226,08-09-2023 05:26:31
General,General,General,Output Report File Creation Completed,08-09-2023 05:26:31
General,General,General,Website Accessible,08-09-2023 05:26:31
1,General,Process,Processing Transaction Number:1,08-09-2023 05:26:31
1,General,Process,Transaction Started for Transaction ID:1,08-09-2023 05:26:31
8,General,Process,Processing Transaction Number:2,08-09-2023 05:28:07
8,General,Process,Transaction Started for Transaction ID:8,08-09-2023 05:28:07
9,General,Process,Processing Transaction Number:3,08-09-2023 05:28:22
9,General,Process,Transaction Started for Transaction ID:9,08-09-2023 05:28:22
10,General,Process,Processing Transaction Number:4,08-09-2023 05:28:47
10,General,Process,Transaction Started for Transaction ID:10,08-09-2023 05:28:47
11,General,Process,Processing Transaction Number:5,08-09-2023 05:29:41
11,General,Process,Transaction Started for Transaction ID:11,08-09-2023 05:29:41
12,General,Process,Processing Transaction Number:6,08-09-2023 05:30:01
12,General,Process,Transaction Started for Transaction ID:12,08-09-2023 05:30:01
General,General,General,Website Accessible,08-09-2023 05:31:21
12,General,Process,Processing Transaction Number:6,08-09-2023 05:31:21
12,General,Process,Transaction Started for Transaction ID:12,08-09-2023 05:31:21
General,General,General,RPA GT Order Processing Completed.,08-09-2023 05:35:44
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,08-09-2023 05:50:56
General,General,General,Reading Config File....,08-09-2023 05:51:04
General,General,General,Config Data has been added to dictionary,08-09-2023 05:51:05
General,General,General,Total Number of Transaction to be Processed:6,08-09-2023 05:51:06
General,General,General,Folder is Created at location for output folder:Data\Output\08-09-2023\GTORDER_227,08-09-2023 05:51:06
General,General,General,Output Report File Creation Completed,08-09-2023 05:51:06
General,General,General,Website Accessible,08-09-2023 05:51:06
1,General,Process,Processing Transaction Number:1,08-09-2023 05:51:07
1,General,Process,Transaction Started for Transaction ID:1,08-09-2023 05:51:07
8,General,Process,Processing Transaction Number:2,08-09-2023 05:52:57
8,General,Process,Transaction Started for Transaction ID:8,08-09-2023 05:52:57
9,General,Process,Processing Transaction Number:3,08-09-2023 05:53:22
9,General,Process,Transaction Started for Transaction ID:9,08-09-2023 05:53:22
10,General,Process,Processing Transaction Number:4,08-09-2023 05:54:08
10,General,Process,Transaction Started for Transaction ID:10,08-09-2023 05:54:08
11,General,Process,Processing Transaction Number:5,08-09-2023 05:55:29
11,General,Process,Transaction Started for Transaction ID:11,08-09-2023 05:55:30
12,General,Process,Processing Transaction Number:6,08-09-2023 05:56:01
12,General,Process,Transaction Started for Transaction ID:12,08-09-2023 05:56:01
General,General,General,RPA GT Order Processing Completed.,08-09-2023 06:00:33
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,12-09-2023 07:24:49
General,General,General,Reading Config File....,12-09-2023 07:24:54
General,General,General,Config Data has been added to dictionary,12-09-2023 07:24:54
General,General,General,Total Number of Transaction to be Processed:4,12-09-2023 07:24:55
General,General,General,Folder is Created at location for output folder:Data\Output\12-09-2023\GTORDER_228,12-09-2023 07:24:55
General,General,General,Output Report File Creation Completed,12-09-2023 07:24:55
General,General,General,Website Accessible,12-09-2023 07:24:55
8,General,Process,Processing Transaction Number:1,12-09-2023 07:24:55
8,General,Process,Transaction Started for Transaction ID:8,12-09-2023 07:24:55
9,General,Process,Processing Transaction Number:2,12-09-2023 07:25:10
9,General,Process,Transaction Started for Transaction ID:9,12-09-2023 07:25:10
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,12-09-2023 07:26:15
General,General,General,Reading Config File....,12-09-2023 07:26:19
General,General,General,Config Data has been added to dictionary,12-09-2023 07:26:19
General,General,General,Total Number of Transaction to be Processed:1,12-09-2023 07:26:20
General,General,General,Folder is Created at location for output folder:Data\Output\12-09-2023\GTORDER_229,12-09-2023 07:26:20
General,General,General,Output Report File Creation Completed,12-09-2023 07:26:20
General,General,General,Website Accessible,12-09-2023 07:26:20
1,General,Process,Processing Transaction Number:1,12-09-2023 07:26:20
1,General,Process,Transaction Started for Transaction ID:1,12-09-2023 07:26:20
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,12-09-2023 07:28:47
General,General,General,Reading Config File....,12-09-2023 07:28:52
General,General,General,Config Data has been added to dictionary,12-09-2023 07:29:04
General,General,General,Total Number of Transaction to be Processed:1,12-09-2023 07:29:10
General,General,General,Folder is Created at location for output folder:Data\Output\12-09-2023\GTORDER_230,12-09-2023 07:29:11
General,General,General,Output Report File Creation Completed,12-09-2023 07:29:12
General,General,General,Website Accessible,12-09-2023 07:29:25
1,General,Process,Processing Transaction Number:1,12-09-2023 07:29:32
1,General,Process,Transaction Started for Transaction ID:1,12-09-2023 07:29:32
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,12-09-2023 07:31:16
General,General,General,Reading Config File....,12-09-2023 07:31:20
General,General,General,Config Data has been added to dictionary,12-09-2023 07:31:33
General,General,General,Total Number of Transaction to be Processed:1,12-09-2023 07:31:37
General,General,General,Folder is Created at location for output folder:Data\Output\12-09-2023\GTORDER_231,12-09-2023 07:31:38
General,General,General,Output Report File Creation Completed,12-09-2023 07:31:39
General,General,General,Website Accessible,12-09-2023 07:31:46
1,General,Process,Processing Transaction Number:1,12-09-2023 07:31:47
1,General,Process,Transaction Started for Transaction ID:1,12-09-2023 07:31:48
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,12-09-2023 07:33:01
General,General,General,Reading Config File....,12-09-2023 07:33:04
General,General,General,Config Data has been added to dictionary,12-09-2023 07:33:17
General,General,General,Total Number of Transaction to be Processed:1,12-09-2023 07:33:21
General,General,General,Folder is Created at location for output folder:Data\Output\12-09-2023\GTORDER_232,12-09-2023 07:33:22
General,General,General,Output Report File Creation Completed,12-09-2023 07:33:23
General,General,General,Website Accessible,12-09-2023 07:33:32
1,General,Process,Processing Transaction Number:1,12-09-2023 07:33:33
1,General,Process,Transaction Started for Transaction ID:1,12-09-2023 07:33:33
General,General,General,RPA GT Order Processing Completed.,12-09-2023 07:37:27
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,12-09-2023 07:39:53
General,General,General,Reading Config File....,12-09-2023 07:39:56
General,General,General,Config Data has been added to dictionary,12-09-2023 07:39:56
General,General,General,Total Number of Transaction to be Processed:1,12-09-2023 07:39:57
General,General,General,Folder is Created at location for output folder:Data\Output\12-09-2023\GTORDER_233,12-09-2023 07:39:57
General,General,General,Output Report File Creation Completed,12-09-2023 07:39:57
General,General,General,Website Accessible,12-09-2023 07:39:57
1,General,Process,Processing Transaction Number:1,12-09-2023 07:39:57
1,General,Process,Transaction Started for Transaction ID:1,12-09-2023 07:39:57
General,General,General,RPA GT Order Processing Completed.,12-09-2023 07:41:37
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,12-09-2023 07:44:58
General,General,General,Reading Config File....,12-09-2023 07:45:04
General,General,General,Config Data has been added to dictionary,12-09-2023 07:45:16
General,General,General,Total Number of Transaction to be Processed:1,12-09-2023 07:45:23
General,General,General,Folder is Created at location for output folder:Data\Output\12-09-2023\GTORDER_234,12-09-2023 07:45:24
General,General,General,Output Report File Creation Completed,12-09-2023 07:45:25
General,General,General,Website Accessible,12-09-2023 07:45:38
1,General,Process,Processing Transaction Number:1,12-09-2023 07:45:43
1,General,Process,Transaction Started for Transaction ID:1,12-09-2023 07:45:43
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,12-09-2023 07:52:34
General,General,General,Reading Config File....,12-09-2023 07:52:38
General,General,General,Config Data has been added to dictionary,12-09-2023 07:52:52
General,General,General,Total Number of Transaction to be Processed:1,12-09-2023 07:52:57
General,General,General,Folder is Created at location for output folder:Data\Output\12-09-2023\GTORDER_235,12-09-2023 07:52:58
General,General,General,Output Report File Creation Completed,12-09-2023 07:52:59
General,General,General,Website Accessible,12-09-2023 07:53:06
1,General,Process,Processing Transaction Number:1,12-09-2023 07:53:08
1,General,Process,Transaction Started for Transaction ID:1,12-09-2023 07:53:08
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,12-09-2023 08:02:26
General,General,General,Reading Config File....,12-09-2023 08:02:32
General,General,General,Config Data has been added to dictionary,12-09-2023 08:02:46
General,General,General,Total Number of Transaction to be Processed:1,12-09-2023 08:02:52
General,General,General,Folder is Created at location for output folder:Data\Output\12-09-2023\GTORDER_236,12-09-2023 08:02:54
General,General,General,Output Report File Creation Completed,12-09-2023 08:02:56
General,General,General,Website Accessible,12-09-2023 08:03:20
1,General,Process,Processing Transaction Number:1,12-09-2023 08:03:23
1,General,Process,Transaction Started for Transaction ID:1,12-09-2023 08:03:24
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,13-09-2023 08:33:54
General,General,General,Reading Config File....,13-09-2023 08:33:59
General,General,General,Config Data has been added to dictionary,13-09-2023 08:34:00
General,General,General,Total Number of Transaction to be Processed:1,13-09-2023 08:34:00
General,General,General,Folder is Created at location for output folder:Data\Output\13-09-2023\GTORDER_237,13-09-2023 08:34:00
General,General,General,Output Report File Creation Completed,13-09-2023 08:34:00
General,General,General,Website Accessible,13-09-2023 08:34:00
2,General,Process,Processing Transaction Number:1,13-09-2023 08:34:00
2,General,Process,Transaction Started for Transaction ID:2,13-09-2023 08:34:00
General,General,General,RPA GT Order Processing Completed.,13-09-2023 08:35:37
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,13-09-2023 09:19:04
General,General,General,Reading Config File....,13-09-2023 09:19:07
General,General,General,Config Data has been added to dictionary,13-09-2023 09:19:08
General,General,General,Total Number of Transaction to be Processed:1,13-09-2023 09:19:08
General,General,General,Folder is Created at location for output folder:Data\Output\13-09-2023\GTORDER_238,13-09-2023 09:19:08
General,General,General,Output Report File Creation Completed,13-09-2023 09:19:08
General,General,General,Website Accessible,13-09-2023 09:19:08
2,General,Process,Processing Transaction Number:1,13-09-2023 09:19:09
2,General,Process,Transaction Started for Transaction ID:2,13-09-2023 09:19:09
General,General,General,RPA GT Order Processing Completed.,13-09-2023 09:20:47
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,14-09-2023 08:27:41
General,General,General,Reading Config File....,14-09-2023 08:27:50
General,General,General,Config Data has been added to dictionary,14-09-2023 08:27:55
General,General,General,Total Number of Transaction to be Processed:1,14-09-2023 08:28:05
General,General,General,Folder is Created at location for output folder:Data\Output\14-09-2023\GTORDER_239,14-09-2023 08:28:06
General,General,General,Output Report File Creation Completed,14-09-2023 08:28:07
General,General,General,Website Accessible,14-09-2023 08:28:50
2,General,Process,Processing Transaction Number:1,14-09-2023 08:29:04
2,General,Process,Transaction Started for Transaction ID:2,14-09-2023 08:29:05
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,14-09-2023 08:34:03
General,General,General,Reading Config File....,14-09-2023 08:34:14
General,General,General,Config Data has been added to dictionary,14-09-2023 08:34:23
General,General,General,Total Number of Transaction to be Processed:1,14-09-2023 08:34:27
General,General,General,Folder is Created at location for output folder:Data\Output\14-09-2023\GTORDER_240,14-09-2023 08:34:28
General,General,General,Output Report File Creation Completed,14-09-2023 08:34:29
General,General,General,Website Accessible,14-09-2023 08:35:26
2,General,Process,Processing Transaction Number:1,14-09-2023 08:35:31
2,General,Process,Transaction Started for Transaction ID:2,14-09-2023 08:35:31
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,14-09-2023 08:44:51
General,General,General,Reading Config File....,14-09-2023 08:44:58
General,General,General,Config Data has been added to dictionary,14-09-2023 08:45:11
General,General,General,Total Number of Transaction to be Processed:1,14-09-2023 08:45:16
General,General,General,Folder is Created at location for output folder:Data\Output\14-09-2023\GTORDER_241,14-09-2023 08:45:18
General,General,General,Output Report File Creation Completed,14-09-2023 08:45:19
General,General,General,Website Accessible,14-09-2023 08:46:04
2,General,Process,Processing Transaction Number:1,14-09-2023 08:46:06
2,General,Process,Transaction Started for Transaction ID:2,14-09-2023 08:46:06
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,14-09-2023 11:39:05
General,General,General,Reading Config File....,14-09-2023 11:39:11
General,General,General,Config Data has been added to dictionary,14-09-2023 11:39:13
General,General,General,Total Number of Transaction to be Processed:1,14-09-2023 11:39:17
General,General,General,Folder is Created at location for output folder:Data\Output\14-09-2023\GTORDER_242,14-09-2023 11:39:17
General,General,General,Output Report File Creation Completed,14-09-2023 11:39:17
General,General,General,Website Accessible,14-09-2023 11:39:28
2,General,Process,Processing Transaction Number:1,14-09-2023 11:39:32
2,General,Process,Transaction Started for Transaction ID:2,14-09-2023 11:39:32
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,14-09-2023 11:48:48
General,General,General,Reading Config File....,14-09-2023 11:48:51
General,General,General,Config Data has been added to dictionary,14-09-2023 11:48:55
General,General,General,Total Number of Transaction to be Processed:1,14-09-2023 11:48:56
General,General,General,Folder is Created at location for output folder:Data\Output\14-09-2023\GTORDER_243,14-09-2023 11:48:56
General,General,General,Output Report File Creation Completed,14-09-2023 11:48:57
General,General,General,Website Accessible,14-09-2023 11:51:18
2,General,Process,Processing Transaction Number:1,14-09-2023 11:51:19
2,General,Process,Transaction Started for Transaction ID:2,14-09-2023 11:51:19
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,14-09-2023 12:27:07
General,General,General,Reading Config File....,14-09-2023 12:27:12
General,General,General,Config Data has been added to dictionary,14-09-2023 12:27:17
General,General,General,Total Number of Transaction to be Processed:1,14-09-2023 12:27:19
General,General,General,Folder is Created at location for output folder:Data\Output\14-09-2023\GTORDER_244,14-09-2023 12:27:19
General,General,General,Output Report File Creation Completed,14-09-2023 12:27:20
General,General,General,Website Accessible,14-09-2023 12:28:13
